CUSTOMER_KEY	CUSTOMER_ID	OPERATING_REVENUE_TRAILING_365	CUSTOMER_ORDER_FIRST_PLACED_DTTM	CUSTOMER_ADDRESS_ZIP	CUSTOMER_ADDRESS_CITY	CUSTOMER_ADDRESS_STATE	name	email	password_hash	password
2040179	1695905	6895.06254	2014-05-04 00:00:00.000	11777	Port Jefferson	NY	Pamela Fields	haileyreed@gmail.com	$2b$12$vrP1q85ReUcquzK8VbkHreaFAjBg74L3yMpLcs7WwEJeeowNeiHvm	$ue_Aai(W2op
3217326	2978030	6892.94023	2014-12-29 05:00:00.000	80603-6514	brighton	CO	Christopher King	michaelthomas@gmail.com	$2b$12$kTG/eQHLuBJo4c3HK9jEsu4mjnfQKT81PE4kL70J1davp7EnVfJYO	)OPIpcL#4iG6
5026452	5100852	6888.97299	2015-09-29 04:00:00.000	11214-4001	BROOKLYN	NY	Erica Guzman	karenwilliams@gmail.com	$2b$12$tqnwRQ8GNJwGWOIXm1fpAeik57FVpFjbXXhMIUmk7Rc4Ft4zz0u8u	I4^_#Zis(265
61953840663	266792829	6878.56087	2022-07-19 04:00:00.000	24501-5918	LYNCHBURG	VA	Mary Montgomery	robert90@gmail.com	$2b$12$vIGuyzGTHR8YDLnvgu1n1eSIAG3TZBngXB5geCbja3hkgZTwnOlr2	c7(s*Qpz#rJ&
508503459	16717358	6876.51038	2017-04-29 04:00:00.000	98021-8657	Bothell	WA	Charles Page	victoria96@gmail.com	$2b$12$Y4m59THbwt4UCoZkhxOAX.oU4TLHSkvKpEg7/qf62cLJHkoCkv536	+b)0*LtG9AE*
8122324	5084389	6874.62337	2015-09-27 04:00:00.000	19312-1933	Berwyn	PA	Brian Hampton	joshuasmith@gmail.com	$2b$12$ngFqwSk4wOWa8.ao4tFbb.dIfA.Tgb6QHLLn/IsZnN.mNCs4VgBnK	j@4MuyJ+KoMT
4784282	4295841	6874.21096	2015-06-27 04:00:00.000	78620-2892	Dripping Springs	TX	Joanna Perez	jason68@gmail.com	$2b$12$RFz4O5nShA1WSe4wD3AGa.38B6vbYvlscRB0NDFDZEdaG66NW2SFW	%W1YfDAc10)s
8775072	6206339	6868.75166	2016-01-10 05:00:00.000	13617-3857	CANTON	NY	Martha Townsend	emily50@gmail.com	$2b$12$chTyEuYtvXWrjttayMDAWe0yurw4gl8S//9QOSmKOuJzJFMEJdX9.	2Q%s9mJo0$dB
484500324	16557560	6866.90637	2017-04-25 00:00:00.000	17019-1572	DILLSBURG	PA	Brian Carpenter	jaywhite@gmail.com	$2b$12$P7U12bz5EAbwYj6YonBV3OvUwL7vTvx.XsQizjqwkhtA91tR6Po8K	__sWig)mik27
1687505225	24406740	6855.73852	2017-11-09 00:00:00.000	90014-1643	Los Angeles	CA	Melissa Lee	alisha61@gmail.com	$2b$12$sw85MzBnv/DHHePjFUm6cu08k390A228Xg2uxK2A9kdlPfXepRvGq	4uuY28kh_0KD
1110002628	20948009	6853.70301	2017-08-18 00:00:00.000	80620-2439	EVANS	CO	Pamela Hernandez	stephen12@gmail.com	$2b$12$fZwkwpuLrlANO2By.4zDuu/YPdONcMTzzQwWKkwX1oawB1G/RopgW	1m$UZtxiw@6+
496500910	16640949	6848.052	2017-04-27 04:00:00.000	19540-9307	MOHNTON	PA	Erin Collins	charrison@gmail.com	$2b$12$/Fa5pQbUX8C9ycC226PJg.AmaPZBYLK5RhPfkPH0HMNWDqfddDn7W	cMkOLepB9_z2
1091919	9006762	6845.77577	2016-08-17 04:00:00.000	23321-5236	CHESAPEAKE	VA	Dennis Walker	mitchelldaniel@gmail.com	$2b$12$qji/KOMtv2VeBEbZy0wjK.vgmJD1kLDtIJ3fOAfpQSpdQkkACl4oO	U+a0neLG%+LL
358250918	15103285	6841.65989	2017-03-14 00:00:00.000	91105	Pasadena	CA	Stephanie Hernandez	jason27@gmail.com	$2b$12$XPSRvzf0MbiPpR1/orpPIeVkSmo/oFg/Rtr6jro.gBT1/rjK9pimC	T3(!9mCf^iD*
3913813	8584101	6815.79851	2016-06-21 04:00:00.000	77521	Baytown	TX	Christina Hughes	maxkennedy@gmail.com	$2b$12$UP.yTsJCDWxDTWgU.iVot.ntEEAZ4i/dyxAWxqJqyEcmu8lR3k/TS	r7q2dlEs_B0p
50182599804	194680213	6810.04705	2021-12-01 00:00:00.000	06095-2332	WINDSOR	CT	Andrew Roberts	dorothybaker@gmail.com	$2b$12$jlBJ0VS..ZM6T6fKpvEeie8gMkboR/XF31ONqhQLrssGoHlSiwjBO	*_lZZ0Iy7uKK
7872950	3188995	6797.25196	2015-01-28 00:00:00.000	42420-3505	Henderson	KY	Jeffrey Johnson	fishermatthew@gmail.com	$2b$12$Bucg2ip8feQTWDDMd6c8Q.JjIyfr2FnGflKnPKJiRBdPnM93cv1oG	)N_XpBuxei)3
2847116	2310843	6789.73484	2014-09-07 04:00:00.000	16669	Petersburg	PA	Amanda Jackson	williamsdavid@gmail.com	$2b$12$vn24QX55vBKPSVRV/5.t2eV.DgVLQy09fWe45O.7mtL73R.9K86JS	(ZXLo3v$%)9!
879529	588094	6788.01739	2013-07-03 00:00:00.000	10305	Staten Island	NY	Melissa Reese	zsims@gmail.com	$2b$12$7gh0RkhZaF6zPwc6wab2kOvUzH9l69msukRZCUfS8URtRXOFwWLDu	V!^KYPt2^$61
4943583	5444508	6786.02266	2015-11-04 05:00:00.000	30161-9594	Rome	GA	Benjamin Wang	michael16@gmail.com	$2b$12$ZweYm7nSHEI43CiXhCflTOk9q0RWT01XTEWRI4BDplpj5pk7x.22C	WGF+RaaYjLT2
12429757449	52689236	6777.16043	2019-02-28 05:00:00.000	90065-5048	Los Angeles	CA	Paul Drake	richardramsey@gmail.com	$2b$12$gDJWibx09Iq2mF5AQ4XjpOohmiO1sq8fTw9WlwAhLKz596tZxIWt6	*ztTd2OVZ7O^
1692001369	24413903	6776.88627	2017-11-09 00:00:00.000	24523	Bedford	VA	Billy Saunders	pereznatasha@gmail.com	$2b$12$5V.aFSBmHzcZHHcBuceudO1Njwg36XhzwRq9J3vkSAN3oedB8e8KK	i*EtC8PvGS^1
2955001029	33642092	6771.07758	2018-04-20 00:00:00.000	98629	La Center	WA	Casey Garcia	mariahmartinez@gmail.com	$2b$12$1ZC0z45IkDaPYuRYiunEBe.h8Y4laUmgiIlkqUNr/Y5KG01IrMcQi	&p1XzD1y3VZ0
1506005458	23266344	6769.94316	2017-10-15 00:00:00.000	85003-1108	PHOENIX	AZ	James Cline	gjohnson@gmail.com	$2b$12$EJDZVO5npjTYBZFCaiGBGOKlPwlRKNO9QcUER7TBnG5We08BX.bpm	_1M(c)s6nf8m
86752360	12298271	6763.95229	2016-12-13 00:00:00.000	18328-4058	DINGMANS FERRY	PA	Sandra Scott	davismarcia@gmail.com	$2b$12$lKhKLuwGqWCVbq1Ny3nWxeO59JXfMwFwbxkVvNJTq.uaaszqtS8va	*GJUZsDike1c
18240750072	60754885	6758.11005	2019-05-06 00:00:00.000	91401-3605	VAN NUYS	CA	Samantha Reed	gregorylarson@gmail.com	$2b$12$6OUINmLDjw/MFBwSQ8F9j.8e1bYrZQI2xAlSuu5JFl7OxQEQtsN72	+IU7+h4&h8W@
226000	334655	6739.36249	2012-12-01 00:00:00.000	77066	Houston	TX	Megan Clark	kristychristensen@gmail.com	$2b$12$2P5aT4VNJ3dnVREig2nRw.HdYmy6CWOqLHpiI3cagPC4A4dbYgP5u	(BL(PMsru2g0
2175259591	29027254	6737.38135	2018-02-06 00:00:00.000	92028-4162	FALLBROOK	CA	Jacob Miller	bbooker@gmail.com	$2b$12$bhQV0kUM5hxSChTVhyOIM.KxOBc43uak7KfnYtx9efmm3YHFXK.4K	_x5A%zTf5tRz
8157693	5338893	6734.98406	2015-10-25 00:00:00.000	27023	Lewisville	NC	Robert Hunt	perkinsanthony@gmail.com	$2b$12$oDNE0Oow.NA6kVDMNT9V8eGSUSS3TqdG85.XwRzomYofcPnMJOlia	cdQhE5(l)5Ka
15915750818	57300609	6732.77076	2019-04-03 04:00:00.000	22556-6345	STAFFORD	VA	Marvin Allen DDS	joshua09@gmail.com	$2b$12$9ukNNTXZU6Esd072a/.7WO7lI9VNrUXFAtQ2AvfDbqkpZGzoTVwgS	0zM3VmTw$@BR
25390	26272	6727.15047	2013-03-04 00:00:00.000	07077	Sewaren	NJ	Anne Holmes	ehicks@gmail.com	$2b$12$9PA9fpkESAlKSOw8TEzxj.T1NdWirBLfOJRcKhK58qQ/t/tD8stAS	K$3$baKslMUH
661505124	17848593	6718.32295	2017-05-30 00:00:00.000	85259-6211	SCOTTSDALE	AZ	Karen Smith	brownlisa@gmail.com	$2b$12$xpvwzUb8VJIPU8TvaEcvMu/zjsnBWMs.0SIRlkV2bTSKwSCaLAXRG	xK5Vtkew!*^Z
7957752	3745107	6711.88965	2015-04-14 04:00:00.000	48655	Saint Charles	MI	Heidi Farrell	stephanieking@gmail.com	$2b$12$/neQlWgxVL8zx1/vC/kfi.TPgk4PKKorJDAwn9tAKtc9RXntr/boi	9S^6Xl+j9)0P
1039200	796250	6710.7336	2013-10-08 00:00:00.000	45220-1333	CINCINNATI	OH	Brent Baird	erikajohnson@gmail.com	$2b$12$DlKYcSwofR/SFBOOSq/BGeW3QxZfkgVBSIM2IYFGEIFu5YyWMG9Ym	a^XpN!oc_4Dm
33974002665	100837836	6710.47484	2020-06-24 04:00:00.000	06357-3732	NIANTIC	CT	Jennifer Wilson	fvaughn@gmail.com	$2b$12$w06zawXRKZ4YlmERnJfvfO/gasRRPPYG.ScbYXnFKu.thFlDyqBGC	jg)24Xfl#UMS
56716329691	884557581	6689.86691	2022-06-03 04:00:00.000	37069-1905	FRANKLIN	TN	Theresa Parsons	charleswatson@gmail.com	$2b$12$vcTKNPvs7tURACnof1qFaOLA5/wxwIn0rpSwcz0Dl1d3QWxHK7NA.	73Lpb8Ck%#Sg
30875007962	91446109	6675.9205	2020-03-31 04:00:00.000	93510-2102	ACTON	CA	William Campbell	scott24@gmail.com	$2b$12$YnEZnFplgSZp7txBX0LR7eIXAWE3fkdh1Z9dHiIYMwkGQM.G6m5Pa	Z#Qy2ic8#&6B
32788501460	97584816	6673.5734	2020-05-24 00:00:00.000	76951	STERLING CITY	TX	Paul Sellers	breannaroy@gmail.com	$2b$12$yCkvCW2gv.hlUhuX/GlrEevaZkOPeMJI64gZli2P7GrBGugJoSVI.	T$%$9EyuoFxO
2905500091	33923271	6673.11021	2018-04-17 00:00:00.000	80513	berthoud	CO	Jessica Brown	wrightfrank@gmail.com	$2b$12$v1yqkqdKVNfJRq03636jl.7Cmmb5JqKAJ4EaSKRNTWD2y6z4DhpqO	@$FTtjse8X60
7239904	2665086	6666.83378	2014-11-07 00:00:00.000	75205-1141	Dallas	TX	Kathleen Nguyen	gregory14@gmail.com	$2b$12$8AT5HHPxc5icfpj65i7HjOyHJqHs/MrRXD0ZnG4XMgMV1.RcPVf5e	$2yhbd!h5qXP
3857873	3237003	6660.64519	2015-02-04 05:00:00.000	15224-1106	PITTSBURGH	PA	Vanessa Mitchell	lamwilliam@gmail.com	$2b$12$tWVeHfFmUA0vCYcWYc.sxuhEnTU30KwCYW6fPCfrRasdIBR7RRAOO	hWHYAMzxC!#1
1155003534	21204941	6659.68707	2017-08-24 00:00:00.000	33470-2616	Loxahatchee	FL	Thomas Sanchez	rkoch@gmail.com	$2b$12$Dk1VaxhK6HhilNl0zajQ3ernzyCh9vnhjfO9L0kZcK557mPch.cVu	3f3Hzm5H0+s*
9121500141	48181847	6650.45707	2018-12-07 00:00:00.000	30126-6418	mableton	GA	Mark Thomas	garciamichelle@gmail.com	$2b$12$1oBTFRTcsbpH2XZLM774V.hMD3WARsl1oU7iqI9YnUmAaC7dyAzua	wm6NQOgpR_D6
33344751232	99141570	6645.52775	2020-06-22 04:00:00.000	80436-5046	DUMONT	CO	Nichole Barr	michaelchen@gmail.com	$2b$12$4e.ijbYjxqD58q5QFyI2AOhS8rc6cGkepWzgqZySp9QpOspc0SJZm	&AmZ6cVz5xVh
425002809	15863777	6638.63435	2017-04-05 00:00:00.000	32686-4639	REDDICK	FL	Terri Chaney	kristenbates@gmail.com	$2b$12$wph.1YldOaCYCJ9vN6Kf9ujl/jhtWUNwCxT6Ac5VjtA8AbYbRdu16	5wA#xz6i#BWO
526501375	16853923	6631.95554	2017-05-03 00:00:00.000	98926-8117	ELLENSBURG	WA	Maria Perez	mary98@gmail.com	$2b$12$6Gr/MsNgZMJ4uRzdh/vyBeuTAeYrBxoBnyiNmGmDkwdPVrh9jSnjS	(V*A6EqeK@6G
1162798	1082232	6621.14826	2013-12-02 00:00:00.000	75074-8791	Plano	TX	Megan Edwards	frojas@gmail.com	$2b$12$4.5shnarOR8AQy4VCPffx.9P2XtBdbVtjIk4rHEQY5lx9t6c7i4JK	N0Va_Lue)hHs
41264552520	134527112	6617.12598	2022-04-12 00:00:00.000	32803-2108	ORLANDO	FL	Kyle Carter	ericperez@gmail.com	$2b$12$qXyyqKO5SfNZDrc/TUO0ne3eyyCMkiTeRV538Rd0bXBsarRM407Du	_1A89dwziDuv
4791011	4856021	6609.56873	2015-09-01 00:00:00.000	07834-3402	DENVILLE	NJ	Gloria Flores	michaelking@gmail.com	$2b$12$Tal7Jtnh95LL1uW92YVubuorQAVkpdTi.2uT/QTa3fe6O4yICtpGu	_f#J1$QqBG&y
10506555	11415873	6608.48372	2016-11-11 00:00:00.000	76712	Waco	TX	Kelsey Hawkins	dawn91@gmail.com	$2b$12$7fqmnqCUGNY.5fbCsrHyke7iu04VLf.9SXg2WlP0NnDaZ5Iyz.Vky	^bx_Z9c*&9hy
2172591	10002061	6607.84933	2016-09-12 00:00:00.000	27616	Raleigh	NC	Sabrina Peterson	wongsarah@gmail.com	$2b$12$IlzmSOzMpkQt9xYzU2utKO8bXcNuSLgetnL2jRxxuMR5Hcj6FyDdO	b*ZOMRla$g9K
5946821	6593473	6602.24379	2016-02-09 00:00:00.000	17403	York	PA	Natalie Ho	barbara55@gmail.com	$2b$12$GbTAFQmpNhuhnPG6zd29xuXQ1Y4WmcH1AMT.xDWauoZvQ4G5qQNEy	aY9)OhSaA!kL
4049358	3375478	6597.043	2015-02-25 05:00:00.000	33182-1505	MIAMI	FL	Joshua Young	charleshenderson@gmail.com	$2b$12$cs5G5I5NGjHAXSdoSGy6H.hz1mXZS.AHvwbRCQEkbsBGqMvWPchzK	j57D_UEH)ptk
2103252854	13296913	6592.08821	2018-01-10 00:00:00.000	42206-5234	AUBURN	KY	Eric Mayo	zgriffith@gmail.com	$2b$12$vRiKue6q4MXlj1zgxDaM4ey23v9vwcPiizWhbdBxSOTrakBNCLp8e	my*EZLgpsA1s
89561642350	296971714	6591.04883	2024-02-03 00:00:00.000	37179-5200	Thompsons Station	TN	Jeremy Evans	teresa40@gmail.com	$2b$12$52KjBBUbGIyENHOhZFWY9eTwKpHcqaBZn0cdTFzrPMXqfrrGyHgli	&K&XhEr0#0Ho
2031255916	27433792	6588.19864	2017-12-30 05:00:00.000	08106	Audubon	NJ	Rick Padilla	xthomas@gmail.com	$2b$12$GldHhjKeBUKKl4QsnMnFSu/Fcna3/fXCQrENS2Zl6bdxc4wih6HOy	zwoNCiqW)6%P
4992880	5002893	6586.22895	2015-09-18 00:00:00.000	43023-9618	Granville	OH	Gavin Bell	stephen34@gmail.com	$2b$12$wBWZSQBsva5eydoif8SRFO2hatIxWRw9tbUGbrdCeJdXGvF4VRVY.	&_NoZtcD_U2Y
812500643	19001060	6585.7727	2017-07-01 04:00:00.000	06340-2648	GROTON	CT	Jennifer Alvarez DVM	katrina71@gmail.com	$2b$12$Zt8bJYzSHSEjCrRx4JtMH.22KMYeZD.YsX3e.R8glDeqCxa7kWu.u	nM42zbP3G&&J
46647115328	160713046	6582.53818	2021-08-25 00:00:00.000	92646-5832	HUNTINGTON BEACH	CA	Mackenzie George	karen40@gmail.com	$2b$12$K01fi5DiK2oC.tfUR7PNZeX30s3G37BZG1AamRhZYvfWo9lX9pEPi	h0My4_D8&pVC
7801741	2911818	6577.15783	2014-12-16 00:00:00.000	73018	Chickasha	OK	Pamela Rose	cindyriddle@gmail.com	$2b$12$wzKkhOwkInZyA8lv3iBYNOw/yQq3C04JXhq0JtHbGmR.eGQ8lqtiS	5+8CAq#^aujI
1891137	1441479	6576.36923	2014-03-05 00:00:00.000	23060-2343	Glen Allen	VA	James Warren	turnerjennifer@gmail.com	$2b$12$RysH1a1soqFIkPSt9lRcBehLF4B7NzV59jHdjBHWGI.30bMDt/OkC	Pn0Hcx8Gg(HL
61767593011	266529329	6573.04256	2022-08-02 00:00:00.000	33612-7318	TAMPA	FL	Daniel Shepherd	williamslaura@gmail.com	$2b$12$W.AFri72lPHrIKz53hJzHOuFGiGOVJCkPBMs.OxmJFPzHq3gkXsgK	CSN3WqLcKW1(
2487017884	31527627	6567.46582	2018-03-06 05:00:00.000	34114-9484	NAPLES	FL	Alan Anderson	elizabeth65@gmail.com	$2b$12$yN8AWlE4R3PeumTPAuNXJOE3UsdNc3laUdy.CGOcesOpF5QGR5cle	!Q89kaXr#*YF
6035756287	42723211	6554.6588	2018-09-19 00:00:00.000	75287	Dallas	TX	Tyler Stewart Jr.	kyle62@gmail.com	$2b$12$ctq7A9uUx7rgGUZHxDjbgOmufqDlMIU.Eaj.ti2MTSZ4Qd83FgvhO	%0Kf4ohU9red
15915750511	57300009	6546.66914	2019-09-25 00:00:00.000	92648-6824	HUNTINGTON BEACH	CA	Sara Johnson	rosaleskaren@gmail.com	$2b$12$bs/zksrlQQS4DYb.V4NQQurnvUnDoCWlp/QgE2dlDBNPwrEzmT4X2	l@_U1ZYk$fh5
4969250415	39217278	6545.14421	2018-07-25 04:00:00.000	33183-1526	MIAMI	FL	William Molina	ggross@gmail.com	$2b$12$EzFfOslTbbbAR7U.CPa44eIehcVRwYMWbNjEI4CpI8GS6U60KBr/G	P^WtwSN5*6a6
68683587799	276279575	6543.73013	2022-12-12 05:00:00.000	20009-2773	WASHINGTON	DC	David Reid	catherine23@gmail.com	$2b$12$DADL/dwbybgDotyAbQTMNOymPPWt0ddiZ2eY52rI5TfxumOSpjfJu	pnr)3#Qoud$^
19158752293	62064958	6537.22024	2019-05-20 00:00:00.000	54474-9008	ROTHSCHILD	WI	Michael Garcia	jerome13@gmail.com	$2b$12$v3uvkgqMx2asf8Rt8.YiJOlM/DULb5W.P0MBAcZXOUTIpZF0cfEPu	5I0AP1dwG7&s
230004404	13778258	6534.85812	2017-02-03 00:00:00.000	76226-6109	ARGYLE	TX	Lisa Bean	ewilliams@gmail.com	$2b$12$UUIyckILBMv8uwE7ObPA7OQQJhAPzSuFHGoz5pVG6rQ4XNMbii0za	*bvkU++FA8P$
74225599502	282569315	6532.22895	2023-03-29 04:00:00.000	06877-2616	Ridgefield	CT	Mercedes Levine	briannaclark@gmail.com	$2b$12$ix0O9M5qtC6vnF2b2pNpSu3qe57uDauvUrKqBZ/g6HYxnJuTHH9Fq	6q7WWyBpkVr&
8524500878	47441142	6520.68419	2018-11-28 00:00:00.000	75040	Garland	TX	Brian Long	jack86@gmail.com	$2b$12$RJQFFyIAEPpNh132KIFx1ueBf3t6Vyq5rK8QtzmTqMfRQloWip9UG	%^2s*CInxHoB
32104003060	95799727	6517.15679	2020-05-07 00:00:00.000	12075-2500	GHENT	NY	Joseph Lambert	eramirez@gmail.com	$2b$12$TmsqtaB3qHS6l8skLWs0gu1jv/E2SJPyLFOSPNqheN3zTmyCVOw/m	jwT)Iefoa5Q4
2876594	2363099	6515.7548	2014-09-28 00:00:00.000	78006-5846	Boerne	TX	Patricia Lindsey	cruzcarlos@gmail.com	$2b$12$JV9Tq8eWVvhc19SHQa3chePi5OPF9w9/rlHxjiPql36SRQmwuUHVO	^5!l1IXyfAjY
222506328	13685765	6515.71193	2017-01-31 05:00:00.000	19087	Wayne	PA	Danielle Jackson	gabriel64@gmail.com	$2b$12$z11MJ./NYyxvBbv.X4W9feF8wGSvDGAz4cyWjn2jr/Bcn90hRIc0W	o@QzLxo7yS7c
62781334829	894279032	6514.62678	2022-08-06 00:00:00.000	95650-7656	LOOMIS	CA	Kimberly Hernandez	charles98@gmail.com	$2b$12$NxUGm2YQX967osjNTEbISuvWXXK7EeyFcjLh938C5wM/3KowqEe5.	$pW6D^3cU1U(
104579881083	309412121	6504.89329	2024-10-08 00:00:00.000	33774-2700	LARGO	FL	Alexandra Baxter	cbutler@gmail.com	$2b$12$XRs24tTfPmK0waayseb7xuPidPYB4GlgPSACw0rjmZmi23314Pshq	!Vl%BuCmcyr8
82187331237	289808328	6499.45326	2023-09-07 00:00:00.000	30068-2452	MARIETTA	GA	Tammy Roth MD	vickijackson@gmail.com	$2b$12$XTliejdKKjumdzyGuWv3HO.B9TbIxtwERccJ8gEus103X038Vihqq	8L0SimgPPj*I
6792834	1071940	6492.15381	2013-12-09 00:00:00.000	92064-2264	POWAY	CA	Miranda Bell	cindyjohnson@gmail.com	$2b$12$t7V9DKeGomZrELa7kUUHL.yMxtKKBMTk.wUNNcMqcs318UyZXjTky	$^FXIrwfVW3N
5629251117	41229490	6487.61651	2018-08-27 04:00:00.000	63901	Poplar Bluff	MO	Robin Coleman	hornmichael@gmail.com	$2b$12$UdFMGfyyI5sLHMcy8.AeNOR.f6iw32NfvbSUJeUiB9BbIzn.nLlDi	J)gr6Pdy$!&7
5776221	5973337	6487.37438	2016-03-10 00:00:00.000	90018-3601	Los Angeles	CA	Gabrielle Mendoza	benjaminlambert@gmail.com	$2b$12$iCV4A7Suw808gRD6ulRqXukvl0YsljsTIFgeyLkWu325eWlis9oh.	6RDE#Ocy#1_l
758077	354470	6487.08137	2012-12-22 00:00:00.000	30068	Marietta	GA	Nicole Snyder	nevans@gmail.com	$2b$12$nsHFmJuAwMqTZupd5lQRW.ZxqCSp7pNMznNFS11ZOjvUlpW89ugim	h(4hYX#ubzC_
30548504720	89934353	6483.57912	2020-03-30 00:00:00.000	22203-1778	ARLINGTON	VA	Aaron Cox	escobarjeremy@gmail.com	$2b$12$5e6uRvxE60ptXklz1iWe3OXays2jmRFN5hgWHc0nwsD.ernVQHV5.	P32_sMY%U9#R
40047831963	130600036	6483.0194	2021-05-13 00:00:00.000	30354-3919	HAPEVILLE	GA	Barbara Reese	morrisonjennifer@gmail.com	$2b$12$q96GRMzbwNT6YolY/rQRiOXg.fkVysAVfeFprRVWD85EyXdiMDMhu	&zYW@mnip0w@
227002185	13754306	6482.11644	2017-02-04 00:00:00.000	12831-1443	GANSEVOORT	NY	Stephanie Montes	harrisdenise@gmail.com	$2b$12$u7sI/EbwKI5z.oTrq39XmucUMZY7M7yqjgV4G3JUSMpSHW4uePYFS	Dm1nqa&Hr!rJ
9754006	11330751	6475.15707	2016-11-06 00:00:00.000	11738	Farmingville	NY	Alexandra Mcdonald	lindsayharris@gmail.com	$2b$12$2Y90hN0WVzirzsYpnyWX0.plDghcVUbTUuuIuCQRRfmKuTqJkjsQu	4G0XZn^1U*M!
7914261	3373113	6474.96607	2018-06-20 04:00:00.000	81620	AVON	CO	John Pierce	ricardobeltran@gmail.com	$2b$12$zWafbydrmXzaZ20Hr76uxeo3QEwkY6P5IM2gIlkG1Md8AABwkrACq	(NtqbsyT73A2
40463785260	131795123	6473.19462	2021-01-21 05:00:00.000	57110-6332	SIOUX FALLS	SD	Kendra Padilla	angelicabowman@gmail.com	$2b$12$Ex5bmjHEK29x2KaxpWT5GuKYNkKqy6kX0GAi/BNv0P6eihWcoQQ3y	t!yKlsMX1_87
2122752519	28508566	6473.11175	2018-01-13 00:00:00.000	95472-6057	SEBASTOPOL	CA	Maureen Lamb	campbellbrenda@gmail.com	$2b$12$ZVXOSNftYfZCLbj1ikSNs.Ze8.H8aAbrRv2qlM7PpD3C/dDq2Oq1y	P(&!3WyqXl5g
8858727	6908377	6465.68613	2016-03-04 00:00:00.000	11771-3206	OYSTER BAY	NY	Patrick Johnson	debbiedavis@gmail.com	$2b$12$ZVvX6/DeN9pB.ZY4zVtY0.QLis8WbifHokR7H/EyVCM3sfEr287ES	#bzuaK0yI#L2
40134148788	131065860	6460.86496	2021-01-13 05:00:00.000	60525-5032	LA GRANGE	IL	Tina Franco	christopherbecker@gmail.com	$2b$12$d2WplkyvGa2LwuKVpxJcj.uS5j6GQab907HHc3MT98QQzNiPqrxBW	)CywA(nr3n&t
837985	482129	6455.84631	2013-04-20 00:00:00.000	11932	Bridgehampton	NY	Melissa Cox	codyking@gmail.com	$2b$12$PT8MwKt20ydWsY1HE/.P9ulgQztDkymOr3l56HabFyb1dqhB6G.CK	QV6HhXm^Bj@L
1974254625	26876854	6454.46561	2017-12-23 00:00:00.000	06854	Norwalk	CT	Erik Hayes	whiteamanda@gmail.com	$2b$12$MQ5jB/uyNf/U95CpvNyFz.Q9n3ft1xmYNV92TwxSPzYysUxbWpFlu	K0RVwVgb&48e
5264753849	40152938	6454.39309	2018-09-06 04:00:00.000	20115-3342	Marshall va	VA	Tracey Hawkins	wanda70@gmail.com	$2b$12$Gukp0v88m6j3WcUqysklxuxKNpw0JbOD//NZY0sOhBAPbPrxorTFa	*25_eeZbic%W
650502582	17753051	6451.63877	2017-05-28 04:00:00.000	44201	Atwater	OH	Amber Jones	mcdanielscott@gmail.com	$2b$12$K5m1TPfDp5Y52mvGPddqbe92UboirKUh7ysbqGIysw3q7zYQpvQcK	5!!9UIXgjU*T
17589750522	59582505	6437.59537	2019-04-24 00:00:00.000	97501-4083	MEDFORD	OR	Joseph Williams	kevin27@gmail.com	$2b$12$qayavIvWyGf8pLL8ujjz..Np8MEPmIye94YW1YMLrLMWFmGc2cvD6	&SEqw_F!w9_w
6227750012	43412676	6428.91581	2018-10-01 00:00:00.000	78213-4517	SAN ANTONIO	TX	Carrie Jennings	ccarrillo@gmail.com	$2b$12$xccN3yXmWTxp9M8s2eyX9OBg6BeMFxgZn7qjcPQ9VNsr1F76I.vYS	&5HCnUYgyZs!
7048012	9962313	6421.85028	2016-09-02 00:00:00.000	20777-9766	HIGHLAND	MD	Donald Walker	sandraryan@gmail.com	$2b$12$mttU6D1GYNrJYHZ2qorEZOV5tduA6Da6JCR27FXQbB61nW63qahhK	Lr5%3hivB#S(
7092615	2134571	6416.14727	2014-08-04 00:00:00.000	32617	Anthony	FL	Deanna Watson	peterreynolds@gmail.com	$2b$12$P4cA3O.9eGSrZ3JeScoX4OMafHZ1I6lTtEOzrwbAPE9PivmcfiSDS	$e1toRhM4zlG
4891502054	38957832	6404.1767	2018-07-20 00:00:00.000	45431-2505	DAYTON	OH	Ashley Coleman	mmills@gmail.com	$2b$12$SQc6BrsZAjdNW2bdyb/MNOGVhVvwQpPzJ202gGRLG3b8gWXV7g3Ty	!iX@1k&vq1ZV
20547750749	64179995	6399.7784	2019-06-13 00:00:00.000	28904-0590	HAYESVILLE	NC	Jacob Mata	salazardaniel@gmail.com	$2b$12$QpPwj9XbmatJ/fPNLeg1JuA6Kb6CiYS6RdX.9B.Sqb1eOuHN8kdk.	9*C(F6ZklsQ8
87505	105417	6393.57794	2012-03-12 00:00:00.000	25702	Huntington	WV	Melissa Robles	fobrien@gmail.com	$2b$12$U5TmQRTpZ8tFErs7QKIR6uA7PN5H0/UucvG/km0TGxL95fUzm3gaq	mx7NWmgF6$_v
1768844	9315703	6392.62344	2016-07-31 04:00:00.000	75975	Timpson	TX	Paula Castillo	rileypaul@gmail.com	$2b$12$3D.RzMIvnfddgL5szoXdUexbUVzFysjwJYvKfPdUqoWiWI23uSYP.	nL@yZz09Lsx9
