"CUSTOMER_KEY"	"CUSTOMER_ID"	"OPERATING_REVENUE_TRAILING_365"	"CUSTOMER_ORDER_FIRST_PLACED_DTTM"	"CUSTOMER_ADDRESS_ZIP"	"CUSTOMER_ADDRESS_CITY"	"CUSTOMER_ADDRESS_STATE"	"name"	"email"	"password_hash"	"password"	"persona_summary"	"preferred_brands"	"special_diet"	"possible_next_buys"	"price_range_food"	"price_range_treats"	"price_range_waste_management"	"price_range_beds"	"price_range_feeders"	"price_range_leashes_and_collars"
"1820223"	"9332700"	"7923.70387"	"2016-08-01 04:00:00.000"	"12589-2952"	"WALLKILL"	"NY"	"Marissa Contreras DDS"	"marissa.dds@gmail.com"	"$2b$12$Tk/G3zrV0kR7ej.1HLEHbuJTkVNFQV.IiIPIqxYt9Sxqz5.P.7Phy"	"AYQURbTD$6AW"	"The user exhibits a strong preference for Royal Canin, having made the majority of their purchases in the food category, particularly wet cat food and dog food tailored for sensitive stomachs. Their spending habits suggest a mid to high range buyer, with an average purchase price of around $60, reflecting brand loyalty mainly towards Hill's Science Diet despite a higher total spend on Royal Canin. The user is likely to continue purchasing premium pet food products to maintain their pets' health and wellness."	"[""Royal Canin"", ""Hill's Science Diet"", ""Purina Pro Plan""]"	"[""With Grain"", ""High Fiber"", ""Weight Control"", ""No Corn No Wheat No Soy"", ""High-Protein""]"	"Recently bought Royal Canin and Purina Pro Plan food products, so might buy new treats or accessories."	"{""min"": 49.08, ""max"": 77.48}"	"{""min"": 42.64, ""max"": 42.64}"	"{}"	"{}"	"{}"	"{""min"": 20.12, ""max"": 20.12}"
"49180113305"	"182680847"	"7913.59501"	"2021-10-27 00:00:00.000"	"06457-7503"	"MIDDLETOWN"	"CT"	"Vincent Payne"	"vincent.payne@gmail.com"	"$2b$12$DEZP/cbkI4K7XIxXPEu4Ce0SjeWQ4.IvAZH68VTm7R.MYGnwsLxTy"	"yq7srL9eHb*W"	"This user is highly dedicated to purchasing premium pet food and treats, demonstrating strong brand loyalty to 'Taste of the Wild' for food and 'Bones & Chews' for treats. With a perfect conversion rate of 100%, they exhibit a consistent buying behavior, spending a total of approximately $359 on pet food and $6 on treats. The user's preference leans towards grain-free options, and they frequently select higher-end products, with an average spend of $35.99 per transaction."	"[""Taste of the Wild"", ""Bones & Chews""]"	"[""Grain-Free""]"	"Recently bought multiple bags of grain-free food, so might buy additional treats or another variety of 'Taste of the Wild' food."	"{""min"": 58.99, ""max"": 58.99}"	"{}"	"{}"	"{}"	"{}"	"{}"
"74501852936"	"905756298"	"7910.82281"	"2023-04-04 04:00:00.000"	"44667-1638"	"ORRVILLE"	"OH"	"Michele Stevenson"	"michele.stevenson@gmail.com"	"$2b$12$q98q1U7ddWQ6qCOC7f2Ufufh5I3JbI1X1d./HoeL3X2PLFSMExC1q"	"97Ki)H6m%V0u"	"This user exhibits a strong preference for dog treats, particularly from the SmartBones brand, indicating a focus on high-quality, rawhide-free options. They have a moderate spending habit, with an average spend around $15, but a higher average for food purchases at about $48.96. The user prefers grain-free options and is actively engaged in purchasing, showing a notable conversion rate of 36%. They are likely to continue buying from brands they are loyal to, such as SmartBones and Wellness."	"[""SmartBones"", ""Wellness""]"	"[""Grain-Free"", ""Rawhide-Free""]"	"Recently bought treats and grain-free dog food, so might buy more grain-free treats."	"{""min"": 48.96, ""max"": 48.96}"	"{}"	"{}"	"{}"	"{}"	"{}"
"4917458"	"4769190"	"7892.99188"	"2015-08-22 00:00:00.000"	"17403"	"YORK"	"PA"	"Erin Roth"	"erin.roth@gmail.com"	"$2b$12$VMdCYXoaPRrayc7vGI7C4OszGBMLXgvald1T02KPVZ3Pt8AwV62.."	"^VpZT0Iap(U1"	"The user exhibits a strong preference for purchasing dog food and treats. They have demonstrated brand loyalty primarily towards Purina Beneful, Milk-Bone, and Canine Carry Outs, with a tendency to buy food products that maintain a higher protein content and include grains. Spending habits indicate a focus on mid to low-priced items, as reflected in their average expenditure of approximately $13.93 per product. The user has made frequent purchases, particularly in the 'Food' and 'Treats' categories, suggesting they prioritize these products for their pet's nutrition and enjoyment."	"[""Purina Beneful"", ""Milk-Bone"", ""Canine Carry Outs""]"	"[""High-Protein"", ""With Grain"", ""Pea-Free"", ""Rawhide-Free""]"	"Recently bought Canine Carry Outs and Milk-Bone treats, so might buy more treats or related accessories."	"{""min"": 16.48, ""max"": 16.48}"	"{""min"": 8.99, ""max"": 14.48}"	"{}"	"{}"	"{}"	"{}"
"37288572388"	"112671438"	"7887.87439"	"2020-10-01 00:00:00.000"	"95691-4913"	"WEST SACRAMENTO"	"CA"	"Eric Houston"	"eric.houston@gmail.com"	"$2b$12$ENElQteLIC4Gfipm1soJnunSXWeGKQZSTLFaxRzfaHsH.CKZUpKnS"	"9k96MlIk&6LW"	"The user exhibits a diverse pet shopping behavior, with a notable focus on food and litter products. They have a moderate level of brand loyalty, primarily towards Friskies, with significant spending observed on both food and pet gear. The average price of purchases indicates a preference for budget-friendly options, particularly in the food category. Recent purchases suggest they prefer affordable yet effective products for their cat's diet and waste management."	"[""Friskies"", ""Blue Buffalo"", ""Frisco""]"	"[""Indoor"", ""No Corn No Wheat No Soy"", ""Natural""]"	"Recently bought Friskies and Blue Buffalo food, so might buy more Friskies or try another variant from Blue Buffalo."	"{""min"": 14.38, ""max"": 16.01}"	"{}"	"{""min"": 8.99, ""max"": 8.99}"	"{}"	"{}"	"{}"
"1920541"	"1491564"	"7880.01589"	"2014-03-17 00:00:00.000"	"22553-1819"	"SPOTSYLVANIA"	"VA"	"Michael Ramirez"	"michael.ramirez@gmail.com"	"$2b$12$Yzaz6Zdie7WVEYsjDGUBLeI8Im2Ybr19OI/wyEM06EGGhpqI2Xa82"	"_iUUjlwh&1+O"	"The user exhibits a strong loyalty towards specific brands, primarily Blue Buffalo, Purina ONE, and Fancy Feast, with a consistent purchasing behavior reflected in a high conversion rate of 1.0. They predominantly purchase pet food, with a preference for grain-free options, spending an average of $34.73 per item. Recently, the user has shown interest in high-protein canned food options for both dogs and cats, demonstrating a focus on quality and nutritional value."	"[""Blue Buffalo"", ""Purina ONE"", ""Fancy Feast""]"	"[""Grain-Free"", ""Weight Control""]"	"Recently bought grain-free canned dog food and weight-control cat food, so might buy more high-protein snacks for dogs or cats."	"{""min"": 20.97, ""max"": 39.74}"	"{}"	"{}"	"{}"	"{}"	"{}"
"1749004467"	"24851344"	"7878.30886"	"2018-05-02 00:00:00.000"	"14304-1981"	"NIAGARA FALLS"	"NY"	"Robin Tran"	"robin.tran@gmail.com"	"$2b$12$R0.39G8a3IdMHc/.igf3fOSYCP52q3m4rHGJ06shMRBxtj.0RjQvS"	"It*Wf72P!77h"	"This user demonstrates a balanced pet shopping behavior with a moderate loyalty to brands, primarily purchasing bowls, feeders, and beds. They have a preference for higher quality products, with an average purchase price of $69.02 and a tendency to shop within the mid-price range. Recent purchases indicate a focus on reliable and functional pet supplies, specifically from Neater Pets and Purina ONE, suggesting an inclination towards well-reviewed brands."	"[""Neater Pets"", ""Purina ONE"", ""Frisco""]"	"[""With Grain""]"	"Recently bought dog bowls and a bed, so might buy dog toys or grooming supplies."	"{""min"": 33.48, ""max"": 33.48}"	"{}"	"{}"	"{""min"": 153.0, ""max"": 153.0}"	"{""min"": 38.99, ""max"": 65.99}"	"{}"
"6938496"	"1573795"	"7871.83882"	"2014-04-05 04:00:00.000"	"33415-2705"	"West Palm Beach"	"FL"	"Lori Munoz"	"lori.munoz@gmail.com"	"$2b$12$Y5fgGTRGrYiVEWZuwBKZuOlEukRgr6l2lYRDd/582GXZn/Z7r4mv."	"O)z9UDTkcy+C"	"This user exhibits initial exploration behavior in pet shopping, shown by a single click on a product from the Food category. They have not made any purchases, indicating either a lack of brand loyalty or a possible indecision in their shopping journey. The user engaged with a product priced at $89.95, which suggests they are looking at premium offerings. However, with a 0% conversion rate, there are opportunities to improve their experience to encourage purchases."	"[""Farmina""]"	"[]"	""	"{""min"": 89.95, ""max"": 89.95}"	"{}"	"{}"	"{}"	"{}"	"{}"
"1665005388"	"24247748"	"7870.15076"	"2017-11-05 00:00:00.000"	"95006-8549"	"BOULDER CREEK"	"CA"	"Caitlin White"	"caitlin.white@gmail.com"	"$2b$12$KVLWBiSHBuoTS1ZVsJTWzuAgvB60OLjJyunFiYIicTSgJpZ4Vivqu"	"&97CnR#C)ofK"	"The user demonstrates a moderate level of engagement with pet shopping, showcasing a balanced purchase behavior across various categories, particularly in Bowls & Feeders and Beds, Crates & Gear. They exhibit a preference for specific brands such as Frisco and Necoichi, although brand loyalty is relatively low, with most purchases being one-time. The user tends to favor mid to high-priced products, spending an average of $32.17 overall with a notable interest in quality items, as indicated by their recent purchases of elevated feeders and a stylish cat tree."	"[""Frisco"", ""Necoichi"", ""Catit"", ""Only Natural Pet""]"	"[""Human-Grade"", ""Pea-Free""]"	"Recently bought Only Natural Pet Free-Range Chicken Bone Broth and Necoichi Ceramic Elevated Cat Food & Water Bowl Set, so might buy another elevated feeding option."	"{""min"": 8.82, ""max"": 8.82}"	"{}"	"{}"	"{}"	"{}"	"{}"
"4787846"	"4323157"	"7862.91856"	"2017-01-18 00:00:00.000"	"32223-1917"	"JACKSONVILLE"	"FL"	"Patrick Cobb"	"patrick.cobb@gmail.com"	"$2b$12$7O/RNxUmnjxY4GsZRdMvvOCCUh88EYlsnHQBTtAgHbtrBE/Sh36xm"	"+q!5(Rvm9WE0"	"This user demonstrates a mix of practicality and brand loyalty in their pet shopping behavior. They have made 17 purchases out of 95 events, with a higher tendency to buy litter and accessories, as indicated by a purchase ratio of 0.38 in that category. The user tends to shop for food and health products as well, showing a significant spend on items like Pedigree and Fancy Feast. Their average spending is around $22.93, with a clear preference for low to mid-priced items, primarily within the 'Food' and 'Litter & Accessories' categories."	"[""Frisco"", ""Fancy Feast"", ""Pedigree""]"	"[""With Grain""]"	"Recently bought Pedigree dog food and Fancy Feast canned food, so might buy more dog food or treats."	"{""min"": 13.98, ""max"": 20.97}"	"{}"	"{""min"": 24.99, ""max"": 38.06}"	"{}"	"{}"	"{}"
"7227249"	"2616772"	"7858.95477"	"2014-10-30 00:00:00.000"	"19428-1501"	"Conshohocken"	"PA"	"Carrie Brown"	"carrie.brown@gmail.com"	"$2b$12$tMIO.jfZQ3w7eu9uip6usOzokZI219.KqeY9uGzidO8.Q2gQbE7KS"	"rM3ATAsu*8tn"	"The user exhibits a strong preference for Royal Canin, having made the majority of their purchases in the food category, particularly wet cat food and dog food tailored for sensitive stomachs. Their spending habits suggest a mid to high range buyer, with an average purchase price of around $60, reflecting brand loyalty mainly towards Hill's Science Diet despite a higher total spend on Royal Canin. The user is likely to continue purchasing premium pet food products to maintain their pets' health and wellness."	"[""Royal Canin"", ""Hill's Science Diet"", ""Purina Pro Plan""]"	"[""With Grain"", ""High Fiber"", ""Weight Control"", ""No Corn No Wheat No Soy"", ""High-Protein""]"	"Recently bought Royal Canin and Purina Pro Plan food products, so might buy new treats or accessories."	"{""min"": 49.08, ""max"": 77.48}"	"{""min"": 42.64, ""max"": 42.64}"	"{}"	"{}"	"{}"	"{""min"": 20.12, ""max"": 20.12}"
"37533091578"	"114277601"	"7842.71402"	"2020-12-12 00:00:00.000"	"32531-7253"	"BAKER"	"FL"	"Mitchell Foster"	"mitchell.foster@gmail.com"	"$2b$12$1p6hWoqw7aI.pd86mw9KLuIxs.EnNSkDUM7HOAIHDcBa3F3Ag/S5i"	"&@)cHnjRb9kG"	"This user is highly dedicated to purchasing premium pet food and treats, demonstrating strong brand loyalty to 'Taste of the Wild' for food and 'Bones & Chews' for treats. With a perfect conversion rate of 100%, they exhibit a consistent buying behavior, spending a total of approximately $359 on pet food and $6 on treats. The user's preference leans towards grain-free options, and they frequently select higher-end products, with an average spend of $35.99 per transaction."	"[""Taste of the Wild"", ""Bones & Chews""]"	"[""Grain-Free""]"	"Recently bought multiple bags of grain-free food, so might buy additional treats or another variety of 'Taste of the Wild' food."	"{""min"": 58.99, ""max"": 58.99}"	"{}"	"{}"	"{}"	"{}"	"{}"
"2391005112"	"30729205"	"7830.89972"	"2018-02-21 00:00:00.000"	"88220-9413"	"Carlsbad"	"NM"	"Mark Hernandez"	"mark.hernandez@gmail.com"	"$2b$12$avaQswn/Nss6MIkxy7ctLOYJ.bbn.ObiYYeUUQmIQ4B0vZxd5rUgS"	"j^8fhTGc^3UQ"	"This user exhibits a strong preference for dog treats, particularly from the SmartBones brand, indicating a focus on high-quality, rawhide-free options. They have a moderate spending habit, with an average spend around $15, but a higher average for food purchases at about $48.96. The user prefers grain-free options and is actively engaged in purchasing, showing a notable conversion rate of 36%. They are likely to continue buying from brands they are loyal to, such as SmartBones and Wellness."	"[""SmartBones"", ""Wellness""]"	"[""Grain-Free"", ""Rawhide-Free""]"	"Recently bought treats and grain-free dog food, so might buy more grain-free treats."	"{""min"": 48.96, ""max"": 48.96}"	"{}"	"{}"	"{}"	"{}"	"{}"
"8848500171"	"47850053"	"7814.38121"	"2018-12-03 00:00:00.000"	"29824-1406"	"EDGEFIELD"	"SC"	"Rebecca Hernandez"	"rebecca.hernandez@gmail.com"	"$2b$12$1c1Fq5a/ZakEtM0H5LOCK.rGrwZL/wup8Ng/TmbgTx4Y0WPlXznfG"	"k6B@a+_$Y!kK"	"The user exhibits a strong preference for purchasing dog food and treats. They have demonstrated brand loyalty primarily towards Purina Beneful, Milk-Bone, and Canine Carry Outs, with a tendency to buy food products that maintain a higher protein content and include grains. Spending habits indicate a focus on mid to low-priced items, as reflected in their average expenditure of approximately $13.93 per product. The user has made frequent purchases, particularly in the 'Food' and 'Treats' categories, suggesting they prioritize these products for their pet's nutrition and enjoyment."	"[""Purina Beneful"", ""Milk-Bone"", ""Canine Carry Outs""]"	"[""High-Protein"", ""With Grain"", ""Pea-Free"", ""Rawhide-Free""]"	"Recently bought Canine Carry Outs and Milk-Bone treats, so might buy more treats or related accessories."	"{""min"": 16.48, ""max"": 16.48}"	"{""min"": 8.99, ""max"": 14.48}"	"{}"	"{}"	"{}"	"{}"
"7100892"	"10166601"	"7786.58795"	"2016-09-13 00:00:00.000"	"33414-7135"	"WELLINGTON"	"FL"	"Alexis Ayers"	"alexis.ayers@gmail.com"	"$2b$12$v2U58iR4Lmj5rWdXCSxSYeDRGfv1nEJ0bthbU2YgodHoXs2PrYYC."	"8)vllBq^)NrW"	"The user exhibits a diverse pet shopping behavior, with a notable focus on food and litter products. They have a moderate level of brand loyalty, primarily towards Friskies, with significant spending observed on both food and pet gear. The average price of purchases indicates a preference for budget-friendly options, particularly in the food category. Recent purchases suggest they prefer affordable yet effective products for their cat's diet and waste management."	"[""Friskies"", ""Blue Buffalo"", ""Frisco""]"	"[""Indoor"", ""No Corn No Wheat No Soy"", ""Natural""]"	"Recently bought Friskies and Blue Buffalo food, so might buy more Friskies or try another variant from Blue Buffalo."	"{""min"": 14.38, ""max"": 16.01}"	"{}"	"{""min"": 8.99, ""max"": 8.99}"	"{}"	"{}"	"{}"
"12870751056"	"53387147"	"7754.00807"	"2019-06-04 04:00:00.000"	"60451-9742"	"NEW LENOX"	"IL"	"Frederick Mcclain"	"frederick.mcclain@gmail.com"	"$2b$12$mIEBfPA.1hHYTeEkuH1ji.aZXqizl.tnjOWhBaU9knUOzyp6iXm56"	"p%3@Lkef1^9#"	"The user exhibits a strong loyalty towards specific brands, primarily Blue Buffalo, Purina ONE, and Fancy Feast, with a consistent purchasing behavior reflected in a high conversion rate of 1.0. They predominantly purchase pet food, with a preference for grain-free options, spending an average of $34.73 per item. Recently, the user has shown interest in high-protein canned food options for both dogs and cats, demonstrating a focus on quality and nutritional value."	"[""Blue Buffalo"", ""Purina ONE"", ""Fancy Feast""]"	"[""Grain-Free"", ""Weight Control""]"	"Recently bought grain-free canned dog food and weight-control cat food, so might buy more high-protein snacks for dogs or cats."	"{""min"": 20.97, ""max"": 39.74}"	"{}"	"{}"	"{}"	"{}"	"{}"
"89738840732"	"297104758"	"7751.42989"	"2024-04-29 04:00:00.000"	"20401-0001"	"WASHINGTON"	"DC"	"Amy Simon"	"amy.simon@gmail.com"	"$2b$12$qTD/YEhYLUTfeOr7.RZGq./WdSax/JBGQ/YkbuxbNhfTaXLX/pbwW"	"d#2B^8dE(q3V"	"This user demonstrates a balanced pet shopping behavior with a moderate loyalty to brands, primarily purchasing bowls, feeders, and beds. They have a preference for higher quality products, with an average purchase price of $69.02 and a tendency to shop within the mid-price range. Recent purchases indicate a focus on reliable and functional pet supplies, specifically from Neater Pets and Purina ONE, suggesting an inclination towards well-reviewed brands."	"[""Neater Pets"", ""Purina ONE"", ""Frisco""]"	"[""With Grain""]"	"Recently bought dog bowls and a bed, so might buy dog toys or grooming supplies."	"{""min"": 33.48, ""max"": 33.48}"	"{}"	"{}"	"{""min"": 153.0, ""max"": 153.0}"	"{""min"": 38.99, ""max"": 65.99}"	"{}"
"50831329913"	"197427161"	"7743.44795"	"2021-12-05 00:00:00.000"	"83404-7277"	"IDAHO FALLS"	"ID"	"Joshua Smith"	"joshua.smith@gmail.com"	"$2b$12$2lbTug6rd3KE/aAIUslEsusKa/yNf66cdi0cPnGTrnzJVIqBIkvWa"	"9jZ@ni#k!&An"	"This user exhibits initial exploration behavior in pet shopping, shown by a single click on a product from the Food category. They have not made any purchases, indicating either a lack of brand loyalty or a possible indecision in their shopping journey. The user engaged with a product priced at $89.95, which suggests they are looking at premium offerings. However, with a 0% conversion rate, there are opportunities to improve their experience to encourage purchases."	"[""Farmina""]"	"[]"	""	"{""min"": 89.95, ""max"": 89.95}"	"{}"	"{}"	"{}"	"{}"	"{}"
"2302755124"	"29762947"	"7736.85194"	"2018-02-08 00:00:00.000"	"02889-6837"	"WARWICK"	"RI"	"John Greer"	"john.greer@gmail.com"	"$2b$12$nxIA7x7UorQFtL1BmNg4EuSyjH82LEyUrjUH.tyz4D4yXxf1bQZrm"	"(GDGlPzgj7@1"	"The user demonstrates a moderate level of engagement with pet shopping, showcasing a balanced purchase behavior across various categories, particularly in Bowls & Feeders and Beds, Crates & Gear. They exhibit a preference for specific brands such as Frisco and Necoichi, although brand loyalty is relatively low, with most purchases being one-time. The user tends to favor mid to high-priced products, spending an average of $32.17 overall with a notable interest in quality items, as indicated by their recent purchases of elevated feeders and a stylish cat tree."	"[""Frisco"", ""Necoichi"", ""Catit"", ""Only Natural Pet""]"	"[""Human-Grade"", ""Pea-Free""]"	"Recently bought Only Natural Pet Free-Range Chicken Bone Broth and Necoichi Ceramic Elevated Cat Food & Water Bowl Set, so might buy another elevated feeding option."	"{""min"": 8.82, ""max"": 8.82}"	"{}"	"{}"	"{}"	"{}"	"{}"
"8170501022"	"46771275"	"7718.59346"	"2020-02-07 00:00:00.000"	"92663-4636"	"NEWPORT BEACH"	"CA"	"Brendan Jenkins"	"brendan.jenkins@gmail.com"	"$2b$12$Vdu9NckOr7yljX1fQOQa/e8FdLIjJUfQaq5YmU4ca3t/nJWbX0p0S"	"L%j5OCIl+KPc"	"This user demonstrates a mix of practicality and brand loyalty in their pet shopping behavior. They have made 17 purchases out of 95 events, with a higher tendency to buy litter and accessories, as indicated by a purchase ratio of 0.38 in that category. The user tends to shop for food and health products as well, showing a significant spend on items like Pedigree and Fancy Feast. Their average spending is around $22.93, with a clear preference for low to mid-priced items, primarily within the 'Food' and 'Litter & Accessories' categories."	"[""Frisco"", ""Fancy Feast"", ""Pedigree""]"	"[""With Grain""]"	"Recently bought Pedigree dog food and Fancy Feast canned food, so might buy more dog food or treats."	"{""min"": 13.98, ""max"": 20.97}"	"{}"	"{""min"": 24.99, ""max"": 38.06}"	"{}"	"{}"	"{}"
"8790992"	"6343844"	"7717.80847"	"2016-04-28 00:00:00.000"	"12526"	"Germantown"	"NY"	"Megan Cardenas"	"megan.cardenas@gmail.com"	"$2b$12$YwVUh3DiqA2aezn/0sdBQO/TRdGZN4irh64FoIrS/83jVgyCR/bs2"	"GrSp(iUm_3%Q"	"The user exhibits a strong preference for Royal Canin, having made the majority of their purchases in the food category, particularly wet cat food and dog food tailored for sensitive stomachs. Their spending habits suggest a mid to high range buyer, with an average purchase price of around $60, reflecting brand loyalty mainly towards Hill's Science Diet despite a higher total spend on Royal Canin. The user is likely to continue purchasing premium pet food products to maintain their pets' health and wellness."	"[""Royal Canin"", ""Hill's Science Diet"", ""Purina Pro Plan""]"	"[""With Grain"", ""High Fiber"", ""Weight Control"", ""No Corn No Wheat No Soy"", ""High-Protein""]"	"Recently bought Royal Canin and Purina Pro Plan food products, so might buy new treats or accessories."	"{""min"": 49.08, ""max"": 77.48}"	"{""min"": 42.64, ""max"": 42.64}"	"{}"	"{}"	"{}"	"{""min"": 20.12, ""max"": 20.12}"
"925505444"	"19892001"	"7711.17575"	"2017-07-23 00:00:00.000"	"85020-5518"	"PHOENIX"	"AZ"	"Danielle Rivera"	"danielle.rivera@gmail.com"	"$2b$12$bimO2hNogTD93FJcku53pOEUkhWyaStE.h98kPCue.RmkSIbxeQwG"	"DpY6nT9tym#n"	"This user is highly dedicated to purchasing premium pet food and treats, demonstrating strong brand loyalty to 'Taste of the Wild' for food and 'Bones & Chews' for treats. With a perfect conversion rate of 100%, they exhibit a consistent buying behavior, spending a total of approximately $359 on pet food and $6 on treats. The user's preference leans towards grain-free options, and they frequently select higher-end products, with an average spend of $35.99 per transaction."	"[""Taste of the Wild"", ""Bones & Chews""]"	"[""Grain-Free""]"	"Recently bought multiple bags of grain-free food, so might buy additional treats or another variety of 'Taste of the Wild' food."	"{""min"": 58.99, ""max"": 58.99}"	"{}"	"{}"	"{}"	"{}"	"{}"
"38336814149"	"120628719"	"7701.64771"	"2020-11-10 05:00:00.000"	"34997-8827"	"Stuart"	"FL"	"Tammy Riggs"	"tammy.riggs@gmail.com"	"$2b$12$aJe/4Hs12Th1Kf9hzqiBv.lOjyNtjqJeLoN7u1Sj3QqVPj545uJHu"	"!y0nHGLi!)vR"	"This user exhibits a strong preference for dog treats, particularly from the SmartBones brand, indicating a focus on high-quality, rawhide-free options. They have a moderate spending habit, with an average spend around $15, but a higher average for food purchases at about $48.96. The user prefers grain-free options and is actively engaged in purchasing, showing a notable conversion rate of 36%. They are likely to continue buying from brands they are loyal to, such as SmartBones and Wellness."	"[""SmartBones"", ""Wellness""]"	"[""Grain-Free"", ""Rawhide-Free""]"	"Recently bought treats and grain-free dog food, so might buy more grain-free treats."	"{""min"": 48.96, ""max"": 48.96}"	"{}"	"{}"	"{}"	"{}"	"{}"
"4998518"	"5021715"	"7697.65845"	"2015-09-20 00:00:00.000"	"85643-4557"	"WILLCOX"	"AZ"	"Brittany Conway"	"brittany.conway@gmail.com"	"$2b$12$sYlP0.XZ5TatVTRlsUNoT.WQjz.GK9F98rpMx4lfBZzisUpgdp.pu"	"!7@PMiY)pJ65"	"The user exhibits a strong preference for purchasing dog food and treats. They have demonstrated brand loyalty primarily towards Purina Beneful, Milk-Bone, and Canine Carry Outs, with a tendency to buy food products that maintain a higher protein content and include grains. Spending habits indicate a focus on mid to low-priced items, as reflected in their average expenditure of approximately $13.93 per product. The user has made frequent purchases, particularly in the 'Food' and 'Treats' categories, suggesting they prioritize these products for their pet's nutrition and enjoyment."	"[""Purina Beneful"", ""Milk-Bone"", ""Canine Carry Outs""]"	"[""High-Protein"", ""With Grain"", ""Pea-Free"", ""Rawhide-Free""]"	"Recently bought Canine Carry Outs and Milk-Bone treats, so might buy more treats or related accessories."	"{""min"": 16.48, ""max"": 16.48}"	"{""min"": 8.99, ""max"": 14.48}"	"{}"	"{}"	"{}"	"{}"
"2830559"	"2168298"	"7672.11127"	"2014-08-10 00:00:00.000"	"33412-1417"	"West Palm Beach"	"FL"	"Benjamin Woodard"	"benjamin.woodard@gmail.com"	"$2b$12$6e9Xx8HL6DwIlUCebfsI..LMkFraBVfs.78jAR1VINMZjMdl.45gu"	"FHSjCQpg7^E9"	"The user exhibits a diverse pet shopping behavior, with a notable focus on food and litter products. They have a moderate level of brand loyalty, primarily towards Friskies, with significant spending observed on both food and pet gear. The average price of purchases indicates a preference for budget-friendly options, particularly in the food category. Recent purchases suggest they prefer affordable yet effective products for their cat's diet and waste management."	"[""Friskies"", ""Blue Buffalo"", ""Frisco""]"	"[""Indoor"", ""No Corn No Wheat No Soy"", ""Natural""]"	"Recently bought Friskies and Blue Buffalo food, so might buy more Friskies or try another variant from Blue Buffalo."	"{""min"": 14.38, ""max"": 16.01}"	"{}"	"{""min"": 8.99, ""max"": 8.99}"	"{}"	"{}"	"{}"
"5507755788"	"40880634"	"7660.39799"	"2018-08-21 00:00:00.000"	"84770"	"Saint George"	"UT"	"Gabriel Solis"	"gabriel.solis@gmail.com"	"$2b$12$l2Mth5lnK.qtGeoSU6HNL.0gRFfDT.ShvteEsDRUG8rJ1y5M.X0pi"	"ItMUUcW+i%8G"	"The user exhibits a strong loyalty towards specific brands, primarily Blue Buffalo, Purina ONE, and Fancy Feast, with a consistent purchasing behavior reflected in a high conversion rate of 1.0. They predominantly purchase pet food, with a preference for grain-free options, spending an average of $34.73 per item. Recently, the user has shown interest in high-protein canned food options for both dogs and cats, demonstrating a focus on quality and nutritional value."	"[""Blue Buffalo"", ""Purina ONE"", ""Fancy Feast""]"	"[""Grain-Free"", ""Weight Control""]"	"Recently bought grain-free canned dog food and weight-control cat food, so might buy more high-protein snacks for dogs or cats."	"{""min"": 20.97, ""max"": 39.74}"	"{}"	"{}"	"{}"	"{}"	"{}"
"964798"	"679870"	"7648.86438"	"2013-09-25 00:00:00.000"	"92109-1911"	"San Diego"	"CA"	"Robert Allen"	"robert.allen@gmail.com"	"$2b$12$y.D1ErQuIgwt1v1BMRAj/.r.nK2H4QRbYDwlzIDMCTtBo0AiF2XTy"	"w5FKBG$4)1@m"	"This user demonstrates a balanced pet shopping behavior with a moderate loyalty to brands, primarily purchasing bowls, feeders, and beds. They have a preference for higher quality products, with an average purchase price of $69.02 and a tendency to shop within the mid-price range. Recent purchases indicate a focus on reliable and functional pet supplies, specifically from Neater Pets and Purina ONE, suggesting an inclination towards well-reviewed brands."	"[""Neater Pets"", ""Purina ONE"", ""Frisco""]"	"[""With Grain""]"	"Recently bought dog bowls and a bed, so might buy dog toys or grooming supplies."	"{""min"": 33.48, ""max"": 33.48}"	"{}"	"{}"	"{""min"": 153.0, ""max"": 153.0}"	"{""min"": 38.99, ""max"": 65.99}"	"{}"
"2143754284"	"28730144"	"7645.40788"	"2018-01-22 05:00:00.000"	"48864"	"OKEMOS"	"MI"	"Jacqueline Johnson"	"jacqueline.johnson@gmail.com"	"$2b$12$WQpSP.QUmJsOJJXu.0sdV.oc6fg5hx/MKZjDlHMm8R716duPosAIu"	"NtqU!@de#*0R"	"This user exhibits initial exploration behavior in pet shopping, shown by a single click on a product from the Food category. They have not made any purchases, indicating either a lack of brand loyalty or a possible indecision in their shopping journey. The user engaged with a product priced at $89.95, which suggests they are looking at premium offerings. However, with a 0% conversion rate, there are opportunities to improve their experience to encourage purchases."	"[""Farmina""]"	"[]"	""	"{""min"": 89.95, ""max"": 89.95}"	"{}"	"{}"	"{}"	"{}"	"{}"
